"note_id","report_date","category","subject_id","subject_name","historical_date","years_ago","headline","body","evidence_source","rarity","magnitude","timeliness","relevance","confidence","novelty","career_significance_score","recognition_tier","career_summary","career_final_year","years_since_final_game","familiarity_recency","recognition","historical_importance","broadcast_value","story_score","score_method","generated_at_utc"
"debut_anniversary_kinlowa01_2026-08-01","2026-08-01","debut_anniversary","kinlowa01","Billy Kinloch",1895-08-01,131,"Billy Kinloch: 131 years since MLB debut","Billy Kinloch's MLB debut came 131 years ago today, on 1895-08-01. Billy Kinloch finished with 1 hits, 0 home runs.","People$debut",1,1,1,0.55,1,0.8,0.9,"limited","Billy Kinloch finished with 1 hits, 0 home runs.",1895,131,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_kinlowa01_2026-08-01","2026-08-01","final_game_anniversary","kinlowa01","Billy Kinloch",1895-08-01,131,"Billy Kinloch: 131 years since final MLB appearance","Billy Kinloch's final MLB appearance came 131 years ago today, on 1895-08-01. Billy Kinloch finished with 1 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,0.9,"limited","Billy Kinloch finished with 1 hits, 0 home runs.",1895,131,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_currasa01_2026-08-01","2026-08-01","debut_anniversary","currasa01","Sammy Curran",1902-08-01,124,"Sammy Curran: 124 years since MLB debut","Sammy Curran's MLB debut came 124 years ago today, on 1902-08-01. Sammy Curran finished with 0 wins, 3 strikeouts.","People$debut",1,1,1,0.55,1,0.8,0.9,"limited","Sammy Curran finished with 0 wins, 3 strikeouts.",1902,124,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_currasa01_2026-08-01","2026-08-01","final_game_anniversary","currasa01","Sammy Curran",1902-08-01,124,"Sammy Curran: 124 years since final MLB appearance","Sammy Curran's final MLB appearance came 124 years ago today, on 1902-08-01. Sammy Curran finished with 0 wins, 3 strikeouts.","People$finalGame",1,1,1,0.55,1,0.8,0.9,"limited","Sammy Curran finished with 0 wins, 3 strikeouts.",1902,124,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_justiwa01_2026-08-01","2026-08-01","final_game_anniversary","justiwa01","Walt Justis",1905-08-01,121,"Walt Justis: 121 years since final MLB appearance","Walt Justis's final MLB appearance came 121 years ago today, on 1905-08-01. Walt Justis finished with 0 wins, 0 strikeouts.","People$finalGame",1,1,1,0.55,1,0.8,0.9,"limited","Walt Justis finished with 0 wins, 0 strikeouts.",1905,121,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_spongca01_2026-08-01","2026-08-01","debut_anniversary","spongca01","Carl Spongberg",1908-08-01,118,"Carl Spongberg: 118 years since MLB debut","Carl Spongberg's MLB debut came 118 years ago today, on 1908-08-01. Carl Spongberg finished with 0 wins, 4 strikeouts.","People$debut",1,1,1,0.55,1,0.8,0.9,"limited","Carl Spongberg finished with 0 wins, 4 strikeouts.",1908,118,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_spongca01_2026-08-01","2026-08-01","final_game_anniversary","spongca01","Carl Spongberg",1908-08-01,118,"Carl Spongberg: 118 years since final MLB appearance","Carl Spongberg's final MLB appearance came 118 years ago today, on 1908-08-01. Carl Spongberg finished with 0 wins, 4 strikeouts.","People$finalGame",1,1,1,0.55,1,0.8,0.9,"limited","Carl Spongberg finished with 0 wins, 4 strikeouts.",1908,118,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_kreitra01_2026-08-01","2026-08-01","debut_anniversary","kreitra01","Ralph Kreitz",1911-08-01,115,"Ralph Kreitz: 115 years since MLB debut","Ralph Kreitz's MLB debut came 115 years ago today, on 1911-08-01. Ralph Kreitz finished with 4 hits, 0 home runs.","People$debut",1,1,1,0.55,1,0.8,0.9,"limited","Ralph Kreitz finished with 4 hits, 0 home runs.",1911,115,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_clydeto01_2026-08-01","2026-08-01","final_game_anniversary","clydeto01","Tom Clyde",1943-08-01,83,"Tom Clyde: 83 years since final MLB appearance","Tom Clyde's final MLB appearance came 83 years ago today, on 1943-08-01. Tom Clyde finished with 0 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,0.9,"limited","Tom Clyde finished with 0 hits, 0 home runs.",1943,83,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_simslu01_2026-08-01","2026-08-01","debut_anniversary","simslu01","Lucas Sims",2017-08-01,9,"Lucas Sims: 9 years since MLB debut","Lucas Sims's MLB debut came 9 years ago today, on 2017-08-01. Lucas Sims finished with 23 wins, 366 strikeouts.","People$debut",0.522,0.44,1,0.55,1,0.8,5.8,"limited","Lucas Sims finished with 23 wins, 366 strikeouts.",,,0.35,0.08,0.35,0.402,42.7,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_nelsoni01_2026-08-01","2026-08-01","debut_anniversary","nelsoni01","Nick Nelson",2020-08-01,6,"Nick Nelson: 6 years since MLB debut","Nick Nelson's MLB debut came 6 years ago today, on 2020-08-01. Nick Nelson finished with 5 wins, 120 strikeouts.","People$debut",0.498,0.41,1,0.55,1,0.8,2,"limited","Nick Nelson finished with 5 wins, 120 strikeouts.",,,0.35,0.08,0.35,0.402,42.3,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_fostema01_2026-08-01","2026-08-01","debut_anniversary","fostema01","Matt Foster",2020-08-01,6,"Matt Foster: 6 years since MLB debut","Matt Foster's MLB debut came 6 years ago today, on 2020-08-01. Matt Foster finished with 9 wins, 117 strikeouts.","People$debut",0.498,0.41,1,0.55,1,0.8,1.8,"limited","Matt Foster finished with 9 wins, 117 strikeouts.",,,0.35,0.08,0.35,0.402,42.3,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_detmere01_2026-08-01","2026-08-01","debut_anniversary","detmere01","Reid Detmers",2021-08-01,5,"Reid Detmers: 5 years since MLB debut","Reid Detmers's MLB debut came 5 years ago today, on 2021-08-01. Reid Detmers finished with 21 wins, 498 strikeouts.","People$debut",0.49,0.4,1,0.55,1,0.8,8,"limited","Reid Detmers finished with 21 wins, 498 strikeouts.",,,0.35,0.08,0.35,0.402,42.1,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_meyerja02_2026-08-01","2026-08-01","debut_anniversary","meyerja02","Jake Meyers",2021-08-01,5,"Jake Meyers: 5 years since MLB debut","Jake Meyers's MLB debut came 5 years ago today, on 2021-08-01. Jake Meyers finished with 343 hits, 33 home runs.","People$debut",0.49,0.4,1,0.55,1,0.8,5.9,"limited","Jake Meyers finished with 343 hits, 33 home runs.",,,0.35,0.08,0.35,0.402,42.1,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_bensowi01_2026-08-01","2026-08-01","debut_anniversary","bensowi01","Will Benson",2022-08-01,4,"Will Benson: 4 years since MLB debut","Will Benson's MLB debut came 4 years ago today, on 2022-08-01. Will Benson finished with 205 hits, 37 home runs.","People$debut",0.482,0.39,1,0.55,1,0.8,4,"limited","Will Benson finished with 205 hits, 37 home runs.",,,0.35,0.08,0.35,0.402,42,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_marseja01_2026-08-01","2026-08-01","debut_anniversary","marseja01","Jakob Marsee",2025-08-01,1,"Jakob Marsee: 1 year since MLB debut","Jakob Marsee's MLB debut came 1 year ago today, on 2025-08-01. Jakob Marsee finished with 61 hits, 5 home runs.","People$debut",0.458,0.36,1,0.55,1,0.8,1.3,"limited","Jakob Marsee finished with 61 hits, 5 home runs.",,,0.35,0.08,0.35,0.402,41.5,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_jacksje02_2026-08-01","2026-08-01","debut_anniversary","jacksje02","Jeremiah Jackson",2025-08-01,1,"Jeremiah Jackson: 1 year since MLB debut","Jeremiah Jackson's MLB debut came 1 year ago today, on 2025-08-01. Jeremiah Jackson finished with 47 hits, 5 home runs.","People$debut",0.458,0.36,1,0.55,1,0.8,0.7,"limited","Jeremiah Jackson finished with 47 hits, 5 home runs.",,,0.35,0.08,0.35,0.402,41.5,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_morallu01_2026-08-01","2026-08-01","debut_anniversary","morallu01","Luis Morales",2025-08-01,1,"Luis Morales: 1 year since MLB debut","Luis Morales's MLB debut came 1 year ago today, on 2025-08-01. Luis Morales finished with 4 wins, 43 strikeouts.","People$debut",0.458,0.36,1,0.55,1,0.8,0.7,"limited","Luis Morales finished with 4 wins, 43 strikeouts.",,,0.35,0.08,0.35,0.402,41.5,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_darnedu01_2026-08-01","2026-08-01","debut_anniversary","darnedu01","Dugan Darnell",2025-08-01,1,"Dugan Darnell: 1 year since MLB debut","Dugan Darnell's MLB debut came 1 year ago today, on 2025-08-01. Dugan Darnell finished with 1 wins, 5 strikeouts.","People$debut",0.458,0.36,1,0.55,1,0.8,0.2,"limited","Dugan Darnell finished with 1 wins, 5 strikeouts.",,,0.35,0.08,0.35,0.402,41.5,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
